airline_sentiment,text,cleaned_text
negative,@USAirways flight scheduled for 730pm...told at 150am that flight is Cancelled Flightled after sitting on cold plane for 2 hours.,flight scheduled for 730pmtold at 150am that flight is Cancelled Flightled after sitting on cold plane for 2 hours
negative,@USAirways refuses to compensate passengers when inconvenienced and wouldn't even rebook me on another airline. #disappointed,refuses to compensate passengers when inconvenienced and wouldnt even rebook me on another airline disappointed
negative,@USAirways Can you tell me why I waited 90 mins and then was charged the $25 phone change fee even tho I wasn't allow to make change online?,Can you tell me why I waited 90 mins and then was charged the 25 phone change fee even tho I wasnt allow to make change online
negative,@USAirways @stephenrodrick Your team needs to build capacity,Your team needs to build capacity
negative,@USAirways I will write CR. Not sure what good it'll do as the customer service I experienced was horrible.,I will write CR Not sure what good itll do as the customer service I experienced was horrible
negative,"@USAirways Made about 30 calls to USAir today to merge of AAdvantage, Dividend Miles. Each time, says call back Late Flightr. #30timesenough",Made about 30 calls to USAir today to merge of AAdvantage Dividend Miles Each time says call back Late Flightr 30timesenough
negative,@USAirways fuck you.,fuck you
negative,@USAirways worst customer service I've ever experienced. I'll never fly your airline ever again. I have to pay to sleep in Philly. Fuck you.,worst customer service Ive ever experienced Ill never fly your airline ever again I have to pay to sleep in Philly Fuck you
negative,@USAirways Ever sit on hold and just lose track of time? http://t.co/Yqhk8LJaBN,Ever sit on hold and just lose track of time
negative,@USAirways us air should be ashamed of this service - on hold for hours? No help from any representative just to reschedule due to weather ?,us air should be ashamed of this service  on hold for hours No help from any representative just to reschedule due to weather
negative,"@usairways now on hold for an hour. So frustrating, I suspect you have more operators come in on days like this w/inclement weather?",now on hold for an hour So frustrating I suspect you have more operators come in on days like this winclement weather
positive,@USAirways Kudos to Robin at @PHXSkyHarbor Lost/Found for reuniting me w/ my iPad. She was delightful to work with!,Kudos to Robin at  LostFound for reuniting me w my iPad She was delightful to work with
negative,"@USAirways Website won't let me change online even though airline issued travel advisory, now on hold for 50 minutes. Help.",Website wont let me change online even though airline issued travel advisory now on hold for 50 minutes Help
negative,"@USAirways  you were always my go to. What happened?  Airbus over Boeing, and now no customer service?",you were always my go to What happened  Airbus over Boeing and now no customer service
negative,@USAirways trying to change flight because of airline travel advisory. on hold for 45 mins. Help!,trying to change flight because of airline travel advisory on hold for 45 mins Help
neutral,@USAirways Can you help me add a AAdvantage number and known traveler number to a reservation?,Can you help me add a AAdvantage number and known traveler number to a reservation
negative,"@USAirways literally the worst flying experience of my life, and I have flown a lot",literally the worst flying experience of my life and I have flown a lot
negative,@usairways I purchased a $49 upgrade on a flight 2 weeks ago and you gave it to someone else but I have not received a refund. Is this SOP?,I purchased a 49 upgrade on a flight 2 weeks ago and you gave it to someone else but I have not received a refund Is this SOP
negative,"@USAirways figure it out, have had 2 Cancelled Flightled flights in the past week. Now coming home 2 hour delay, and cart that pulls plane just broke",figure it out have had 2 Cancelled Flightled flights in the past week Now coming home 2 hour delay and cart that pulls plane just broke
negative,@USAirways 45 minutes on hold no help,45 minutes on hold no help
negative,@USAirways transferred 4x pleeeeeeeease help!,transferred 4x pleeeeeeeease help
negative,@USAirways flight #3797 treatment of passengers has been atrocious - over 2 hours delay only to now deplane and given no direction,flight 3797 treatment of passengers has been atrocious  over 2 hours delay only to now deplane and given no direction
neutral,@USAirways I have corporate-paid travel in April. Is it possible to purchase an upgrade to first class now?,I have corporatepaid travel in April Is it possible to purchase an upgrade to first class now
positive,@USAirways you can thank supervisor Jeanine and her coworkers for the excellent customer service they provided,you can thank supervisor Jeanine and her coworkers for the excellent customer service they provided
negative,@USAirways only sympathy she offered was holding a reservation until Monday night. That's pretty awesome if you ask me...,only sympathy she offered was holding a reservation until Monday night Thats pretty awesome if you ask me
negative,@USAirways express my disappointment in your reservation department and the treatment of a Sailor dealing with a death in the family,express my disappointment in your reservation department and the treatment of a Sailor dealing with a death in the family
neutral,@USAirways that's who I spoke to already. We've already booked another flight w/someone else. Thanks for your concern. Just wanted to,thats who I spoke to already Weve already booked another flight wsomeone else Thanks for your concern Just wanted to
negative,@USAirways talked to Supervisor Jeanine and she couldn't help me. 45 minutes of talking to her and nothing.,talked to Supervisor Jeanine and she couldnt help me 45 minutes of talking to her and nothing
negative,@USAirways 13 years of Naval Service and I run the travel department for all my commands...,13 years of Naval Service and I run the travel department for all my commands
negative,@USAirways Already tried. How about Conf # via DM,Already tried How about Conf  via DM
negative,"@USAirways new slogan should be ""if you don't want to arrive on time, pick us""",new slogan should be if you dont want to arrive on time pick us
negative,@USAirways they weren't able to without reFlight Booking Problems and recharging the amount plus $25 fee for help over phone. Spoke to 2 agents &amp; Jeanine,they werent able to without reFlight Booking Problems and recharging the amount plus 25 fee for help over phone Spoke to 2 agents amp Jeanine
negative,"@USAirways @AmericanAir did I mention I'm a silver preferred member and fly every week (not always with you), and not even a meal voucher?",did I mention Im a silver preferred member and fly every week not always with you and not even a meal voucher
negative,@usairways Need to change div miles ticket after travel started due to weather advisory. Told not possible unless flight Cancelled Flightled. AnyHelp?,Need to change div miles ticket after travel started due to weather advisory Told not possible unless flight Cancelled Flightled AnyHelp
negative,"@USAirways @AmericanAir I'm stuck in the airport in fresno trying to beat the storm to pittsburgh, and you guys have offered nothing. HORRID",Im stuck in the airport in fresno trying to beat the storm to pittsburgh and you guys have offered nothing HORRID
negative,@USAirways @AmericanAir u are the worst airline ever figure out the merger #dontmakemegooutside,u are the worst airline ever figure out the merger dontmakemegooutside
negative,@USAirways Just to follow up here is my experience: http://t.co/WJIiGZtiwg,Just to follow up here is my experience
negative,@USAirways / @AmericanAir are incompetent.,are incompetent
negative,@USAirways Now the next plane had a broken seat!  My row!  Another hour delay!  #mad,Now the next plane had a broken seat  My row  Another hour delay  mad
negative,"@USAirways how can I make a purchase, you take the money but I don't have a reservation...Explain",how can I make a purchase you take the money but I dont have a reservationExplain
negative,@USAirways @AmericanAir thought u merged but #USAirways sucks #worstever http://t.co/myNZitCovn,thought u merged but USAirways sucks worstever
positive,@USAirways yes I did thank you! They did a great job turning the flight in jan !,yes I did thank you They did a great job turning the flight in jan
negative,@USAirways  2 hours on hold and issue still not resolved. hope to make my flight in 12 hours. for every minute of talk = 20 minutes of hold,2 hours on hold and issue still not resolved hope to make my flight in 12 hours for every minute of talk  20 minutes of hold
positive,@USAirways connection made. Thanks again this week. #daddyshome,connection made Thanks again this week daddyshome
negative,@USAirways worst customer service experience ever today. Get it together.,worst customer service experience ever today Get it together
negative,@USAirways im on the plane not sure what you mean. We are sitting here. It's just one story of failure after another when I fly you guys,im on the plane not sure what you mean We are sitting here Its just one story of failure after another when I fly you guys
negative,@USAirways your team was just terrifyingly rude to a young mother &amp; her baby trying to check in to a flight from PHX to JWA. Help her out.,your team was just terrifyingly rude to a young mother amp her baby trying to check in to a flight from PHX to JWA Help her out
negative,@USAirways them and @AmericanAir,them and
negative,@USAirways rudest crew member experience! Throwing shade and calling out customers. #reachingnewlows,rudest crew member experience Throwing shade and calling out customers reachingnewlows
negative,@USAirways @AmericanAir terminal E in Miami is still the worst most smelly airport ever. Thanks for nothing.,terminal E in Miami is still the worst most smelly airport ever Thanks for nothing
negative,@USAirways I did &amp; was told I asked to many questions. bag might still be on flight 413. Should be easy to check when it lands in Seattle.,I did amp was told I asked to many questions bag might still be on flight 413 Should be easy to check when it lands in Seattle
negative,@USAirways here we go again. Same flight as last week. Delayed already 45 mins. Think the 7:15 can leave PHL before 1:15 am? #waitingagain,here we go again Same flight as last week Delayed already 45 mins Think the 715 can leave PHL before 115 am waitingagain
negative,@USAirways it's not misjudging it's a deliberate strategy. Seen it multiple times on USAir. Makes staff life easier at expens of passengers,its not misjudging its a deliberate strategy Seen it multiple times on USAir Makes staff life easier at expens of passengers
negative,@USAirways stuck on Tarmac for hour an a half and told longer to go and no hotels available when we land in Phoenix #unacceptable #unhappy,stuck on Tarmac for hour an a half and told longer to go and no hotels available when we land in Phoenix unacceptable unhappy
negative,@USAirways not happening #worstairlineever also Marie Burroughs is the worst customer service rep ever #yourairlinesucks,not happening worstairlineever also Marie Burroughs is the worst customer service rep ever yourairlinesucks
negative,@USAirways technical issues = inefficient computer triage system. Personality/ compassion of operators = not. Sad example of sad company.,technical issues  inefficient computer triage system Personality compassion of operators  not Sad example of sad company
negative,"@USAirways will do.  maybe the pre-purchase meal email is because the flight is 9 min short of 3 hours, so I guess there are none offered",will do  maybe the prepurchase meal email is because the flight is 9 min short of 3 hours so I guess there are none offered
negative,"@USAirways yep, check it and my gmail 'Promotions' folder regularly... :-(",yep check it and my gmail Promotions folder regularly
neutral,@USAirways  is a bag that is   23”L x 9”W x 12”H  allowed as a carry on?,is a bag that is   23L x 9W x 12H  allowed as a carry on
negative,@USAirways thanks for nothing,thanks for nothing
neutral,@USAirways there is nothing tonight and I am on the flight now with GOGO internet is there a way that someone could send me a DM or email?,there is nothing tonight and I am on the flight now with GOGO internet is there a way that someone could send me a DM or email
negative,@USAirways 2 bad planes &amp; 3 gate changes= lots of exercise. #travelfail let's hope this plane works. I'm tired.,2 bad planes amp 3 gate changes lots of exercise travelfail lets hope this plane works Im tired
positive,@USAirways thank you,thank you
negative,@usairways and @american please get my plane together before I go to Jetblue,and  please get my plane together before I go to Jetblue
negative,"@USAirways it MIGHT have went through. No confirmation. ""Please wait"" then same form.",it MIGHT have went through No confirmation Please wait then same form
negative,@USAirways I have never been given a number for elite for usair. Only AA. I waited for 3 hours for an answer and by then my seat was gone.,I have never been given a number for elite for usair Only AA I waited for 3 hours for an answer and by then my seat was gone
neutral,"@USAirways It's a debit card, but I am a Dividend member.",Its a debit card but I am a Dividend member
negative,@USAirways nothing important to do.  Why was I told to wait in the @AmericanAir line?  #patiencerunningout,nothing important to do  Why was I told to wait in the  line  patiencerunningout
neutral,@USAirways Almost home ...East Coast Freeze headed to PHL connect AVP TGIF http://t.co/WXowZhpgfL,Almost home East Coast Freeze headed to PHL connect AVP TGIF
negative,@USAirways @AmericanAir can someone please tell me who I have to talk to #getittogether #findurgrip,can someone please tell me who I have to talk to getittogether findurgrip
negative,"Is it insulting that @USAirways @AmericanAir offer a ""non required $50 voucher as a goodwill offering..At least my bag can fly round trip",Is it insulting that   offer a non required 50 voucher as a goodwill offeringAt least my bag can fly round trip
negative,@USAirways there is a travel advis for nyc and phil PA  -winter weather- but U.S. Air hasn't posted one yet. Can I still change flt wo pen?,there is a travel advis for nyc and phil PA  winter weather but US Air hasnt posted one yet Can I still change flt wo pen
negative,@USAirways I'm trying to Request Missed Mileage and it keeps saying it can't my flight from 2/13. Then it says call the number.,Im trying to Request Missed Mileage and it keeps saying it cant my flight from 213 Then it says call the number
neutral,@USAirways Used 2 get emails 1) pre-purchase a snack and 2) when time to check in. Got neither 4 tomorrow's trip. Do they not get sent now?,Used 2 get emails 1 prepurchase a snack and 2 when time to check in Got neither 4 tomorrows trip Do they not get sent now
negative,@USAirways link didn't work via Mobil.,link didnt work via Mobil
negative,@USAirways Wishing we had our luggage. 2 days now. Had to pay our way from St Thomas to San Juan. Spent extra $$$ because of this mess up.,Wishing we had our luggage 2 days now Had to pay our way from St Thomas to San Juan Spent extra  because of this mess up
negative,@USAirways How do I get through?,How do I get through
negative,@USAirways @AmericanAir who runs the show at the airport have a boarding pass says us airways and I have to wait in American line #yousuck,who runs the show at the airport have a boarding pass says us airways and I have to wait in American line yousuck
positive,@USAirways Yes thank you. Appreciate u checking...,Yes thank you Appreciate u checking
negative,@USAirways why I can't book a flight to PRN through your website?,why I cant book a flight to PRN through your website
neutral,"@USAirways Yes, it was Sunday.",Yes it was Sunday
negative,@USAirways since when does a maintenance problem and missing flight crew equal delayed due to weather? I'm confused since we had sunny skies,since when does a maintenance problem and missing flight crew equal delayed due to weather Im confused since we had sunny skies
negative,@USAirways I keep calling your help line (800) 428-4322 and it keeps saying they are too busy to help &amp; to call back Late Flightr. FOR A WEEK NOW!,I keep calling your help line 800 4284322 and it keeps saying they are too busy to help amp to call back Late Flightr FOR A WEEK NOW
negative,@USAirways who would like to watch the video of how loyal customers are really treated while asking for an explanation for our 6 hour delay?,who would like to watch the video of how loyal customers are really treated while asking for an explanation for our 6 hour delay
negative,"@USAirways more lies, they said in their email we were delayed due to weather when the sky was clear in the city we were departing.",more lies they said in their email we were delayed due to weather when the sky was clear in the city we were departing
positive,"@USAirways I'm enjoying my flights so far! You're doing a great job. Today's been tough, so thanks for making my flights comfortable.",Im enjoying my flights so far Youre doing a great job Todays been tough so thanks for making my flights comfortable
negative,@USAirways look @Delta has made the right call on CHO. Please evaluate. http://t.co/3KhGjoFgpX,look  has made the right call on CHO Please evaluate
neutral,@USAirways That's not the question. Question is: how do I get past the computer fastest if we both know that the computer can't help me?,Thats not the question Question is how do I get past the computer fastest if we both know that the computer cant help me
neutral,@USAirways if I have Dividend Miles credit card &amp; I used it to book my flight is one bag free?,if I have Dividend Miles credit card amp I used it to book my flight is one bag free
negative,@USAirways have checked all day.  CHO needs added.  Please evaluate.,have checked all day  CHO needs added  Please evaluate
neutral,@USAirways hi there I am flying MYR-CLT-ORD tomorrow is weather looking ok or problematic?,hi there I am flying MYRCLTORD tomorrow is weather looking ok or problematic
neutral,@USAirways Please hold US1765 for me. Need to get home tonight before weather. Almost there.,Please hold US1765 for me Need to get home tonight before weather Almost there
neutral,@USAirways followed!,followed
positive,@USAirways Shavon at customer service desk in Charlotte was fantastic! So helpful and smiling evn after what sounds like long day.Reward her,Shavon at customer service desk in Charlotte was fantastic So helpful and smiling evn after what sounds like long dayReward her
neutral,@USAirways have scheduled flight Sat(2morrow) CHO-CLT CHO needs to be added to weather advisory.  Please evaluate asap.,have scheduled flight Sat2morrow CHOCLT CHO needs to be added to weather advisory  Please evaluate asap
negative,@nrhodes85: look! Another apology. DO NOT FLY @USAirways,look Another apology DO NOT FLY
negative,@USAirways it's painful being on hold to you!! Really 25 minutes to change a flight!! http://t.co/ocqk0JFXuA,its painful being on hold to you Really 25 minutes to change a flight
negative,"@usairways yep, sent my bag to Philadelphia instead of Miami...I caught it...then was told my flight changed to tomorrow, wrong again #fail",yep sent my bag to Philadelphia instead of MiamiI caught itthen was told my flight changed to tomorrow wrong again fail
neutral,@USAirways will shall see in the next couple of minutes.,will shall see in the next couple of minutes
negative,"@USAirways I did, but i need to get a human being. What's the fastest way to achieve this? All I get is a computer.",I did but i need to get a human being Whats the fastest way to achieve this All I get is a computer
positive,@USAirways - Check-in staff at PHX are awesome! Great traffic control for general boarding.,Checkin staff at PHX are awesome Great traffic control for general boarding
negative,"@USAirways Batting 1.000! Four flights in a month, all four delayed!",Batting 1000 Four flights in a month all four delayed
neutral,"@USAirways sure, just DM'ed you.",sure just DMed you
negative,"@USAirways &amp; also that I was told no comps, upgrades, etc. ReFlight Booking Problems is good enough. #usairwaysfail",amp also that I was told no comps upgrades etc ReFlight Booking Problems is good enough usairwaysfail
negative,"@USAirways I was... 4 tomorrow. I missed my meeting today, &amp; it was pointless 2 pay hotel today when the purpose of my trip has been screwed",I was 4 tomorrow I missed my meeting today amp it was pointless 2 pay hotel today when the purpose of my trip has been screwed
negative,@USAirways Merging AA and DividendMiles yield an error. What are the _exact_ steps to navigate the phone menu? All I get is a computer.,Merging AA and DividendMiles yield an error What are the _exact_ steps to navigate the phone menu All I get is a computer
negative,"@USAirways and next flight delayed as well. 5238 out of Charlotte, is it just my luck or what?",and next flight delayed as well 5238 out of Charlotte is it just my luck or what
positive,@USAirways   Just talked to reservation. Must congratulation to them. Very friendly.  Good for usair. The ONLY airline we fly.,Just talked to reservation Must congratulation to them Very friendly  Good for usair The ONLY airline we fly
neutral,@USAirways I am just trying to establish what your policy is. Thanks!,I am just trying to establish what your policy is Thanks
negative,@USAirways Know what I like about gate 35X @NationalAirpor ? Nothin.I like nothin bout yo #ghettofab gate #USAirways http://t.co/mAqw2nLNiU,Know what I like about gate 35X   NothinI like nothin bout yo ghettofab gate USAirways
negative,@USAirways I've tried calling 3 times the past 3 days and I keep getting told to call back. SOMEONE PLEASE HELP ME,Ive tried calling 3 times the past 3 days and I keep getting told to call back SOMEONE PLEASE HELP ME
neutral,@USAirways it's vegas baby who doesn't have a good time in vegas lol,its vegas baby who doesnt have a good time in vegas lol
negative,"@USAirways see? No response? Obviously you think this ""service"" is acceptable. #customerservicefail",see No response Obviously you think this service is acceptable customerservicefail
negative,"“@USAirways: We're sincerely sorry, Sean. Reservations is working hard to answer everyone's call and we appreciate your patience.” #false",Were sincerely sorry Sean Reservations is working hard to answer everyones call and we appreciate your patience false
negative,@USAirways I have been in contact with 3 people and still no answers. You keep sending me to @Expedia and they keep sending me to you!,I have been in contact with 3 people and still no answers You keep sending me to  and they keep sending me to you
negative,@USAirways @AmericanAir no one appreciates the sass of the gate agent at Gate C38 at LGA flight US626. Irritated customers,no one appreciates the sass of the gate agent at Gate C38 at LGA flight US626 Irritated customers
negative,@USAirways how do I get you to stop sending me emails about my ex boyfriends account? I don't care how many points he has! He only has,how do I get you to stop sending me emails about my ex boyfriends account I dont care how many points he has He only has
negative,@USAirways we have seats.  on phone Iwas  told I was getting error msg due to paid 1st class upgrd. told to check in after 12am.sound right?,we have seats  on phone Iwas  told I was getting error msg due to paid 1st class upgrd told to check in after 12amsound right
positive,@USAirways awesome! Flight #676 out of philly on Tuesday. Party in row 15 if you're interested.,awesome Flight 676 out of philly on Tuesday Party in row 15 if youre interested
negative,@USAirways flight is already over. I think the airline should just have the flight attendants actually emphasize that VAPE is still smoking,flight is already over I think the airline should just have the flight attendants actually emphasize that VAPE is still smoking
negative,@USAirways Call volumes are high so the best answer is to hang up on me?,Call volumes are high so the best answer is to hang up on me
positive,@USAirways i got through and am able to switch my flight with no charge. Thank you,i got through and am able to switch my flight with no charge Thank you
neutral,@USAirways will you please start offering more routes out of @triflight to more locations instead of just charlotte and atlanta,will you please start offering more routes out of  to more locations instead of just charlotte and atlanta
positive,"@USAirways Welcome to North Texas US Air / American Air employees. 
Housing and Education are great opportunities in The GR8 State Of Texas","Welcome to North Texas US Air  American Air employees 
Housing and Education are great opportunities in The GR8 State Of Texas"
neutral,@USAirways oh they saw it and said nothing.,oh they saw it and said nothing
negative,@USAirways @AmericanAir How do I merge my miles accounts? Your sites tell me my info don't match even though I can't find a difference.,How do I merge my miles accounts Your sites tell me my info dont match even though I cant find a difference
negative,@USAirways yes had to go pick up and pay 40 cab ride very rude employee poor customer service,yes had to go pick up and pay 40 cab ride very rude employee poor customer service
neutral,@USAirways can I bring mini bottles of booze on to my flight?,can I bring mini bottles of booze on to my flight
negative,@USAirways Not happy with start of trip!  Cancelled Flightled flight #poor customerservice,Not happy with start of trip  Cancelled Flightled flight poor customerservice
neutral,@USAirways Nice try.  Doesn't apply to Philly.,Nice try  Doesnt apply to Philly
neutral,@USAirways what is your policy around bringing a breast pump on board?,what is your policy around bringing a breast pump on board
positive,"@USAirways Thanks. No DC yet, I see. I will keep that link and check back. Appreciate it!",Thanks No DC yet I see I will keep that link and check back Appreciate it
negative,@USAirways I'm glad too. But I should not have to spend an hour to try and track down the basic information that you already have available.,Im glad too But I should not have to spend an hour to try and track down the basic information that you already have available
neutral,@USAirways how can i get ahold of a reservations supervisor?,how can i get ahold of a reservations supervisor
negative,@USAirways I called the BTV desk; they had more information - so it exists.  Your systems don't make it easy for the customer to access it.,I called the BTV desk they had more information  so it exists  Your systems dont make it easy for the customer to access it
positive,"@USAirways awesome! And yes, @UpInAirClaire is!",awesome And yes  is
negative,@USAirways that website does not give correct info said my bag was in Miami was in key west the entire time..I got the run around for 2 days,that website does not give correct info said my bag was in Miami was in key west the entire timeI got the run around for 2 days
negative,@USAirways I just want to find my bag so I won't have to go through the hassle of trying to claim what was in my suitcase #usairwaysfail,I just want to find my bag so I wont have to go through the hassle of trying to claim what was in my suitcase usairwaysfail
negative,"@USAirways Literally all that says is ""Case open""  What good is that to me?",Literally all that says is Case open  What good is that to me
positive,@USAirways Melinda in reservations in greensboro nc is an absolute jewel thank her for me she's amazing!!!,Melinda in reservations in greensboro nc is an absolute jewel thank her for me shes amazing
negative,"@USAirways the two women workng PHL bag check term C @ 11:30 ET should be fired for being rude, pushy and treating customers with disrespect",the two women workng PHL bag check term C  1130 ET should be fired for being rude pushy and treating customers with disrespect
positive,@USAirways Best GAgent in a long time - Danny B. for US628 DFW-CLT. Appreciated how up to date he kept us during irrops. Super professional!,Best GAgent in a long time  Danny B for US628 DFWCLT Appreciated how up to date he kept us during irrops Super professional
positive,"@USAirways 
Good news, we got fixed.",Good news we got fixed
negative,@sarahpompei don't bother wasting your time!  @USAirways will send u a form letter &amp; let u choose a gift certificate. #worstcustomerservice,dont bother wasting your time   will send u a form letter amp let u choose a gift certificate worstcustomerservice
negative,@USAirways and now that flight pushed back to 2:35pm departure.,and now that flight pushed back to 235pm departure
negative,"@USAirways -not just this trip, been a few. Ur saving grace is ur cheaper flights. Now willing to pay more 4 bttr service on bttr airlines.",not just this trip been a few Ur saving grace is ur cheaper flights Now willing to pay more 4 bttr service on bttr airlines
negative,@USAirways horrible experience to key west lost luggage called to check &amp; was told not to call back reconsidering my flight back,horrible experience to key west lost luggage called to check amp was told not to call back reconsidering my flight back
negative,"@USAirways I needed to be at my destination by lunchtime today. No one could get us on a flight, but I've since learned @Delta had one!",I needed to be at my destination by lunchtime today No one could get us on a flight but Ive since learned  had one
neutral,"@USAirways Yes, I get that. I’m asking: Specifically, what will you do with the feedback I’ve given you?",Yes I get that Im asking Specifically what will you do with the feedback Ive given you
negative,@USAirways delayed I'm charlotte big surprise,delayed Im charlotte big surprise
negative,"@USAirways Cancelled Flightled flight, 50 person line and one agent helping to rebook. You could've handed this one better. http://t.co/By3vDioSUA",Cancelled Flightled flight 50 person line and one agent helping to rebook You couldve handed this one better
negative,@AndrewFallis same here! On hold for an hour &amp; then told @USAirways has done all it is willing to- which was apologize. #stillnotonmyflight,same here On hold for an hour amp then told  has done all it is willing to which was apologize stillnotonmyflight
negative,@USAirways what is happening with flight 1701 from BOS to PHL? Daughter and her fiancée are stuck in BOS!,what is happening with flight 1701 from BOS to PHL Daughter and her fiancée are stuck in BOS
negative,"@USAirways 2133. Flight now Cancelled Flightled. Have been rebooked on 2pm flight. If on time take off, I'll have spent 5 extra hours at DCA.",2133 Flight now Cancelled Flightled Have been rebooked on 2pm flight If on time take off Ill have spent 5 extra hours at DCA
negative,@USAirways can I get a free mimosa to compensate my flight delay (yet again) thx,can I get a free mimosa to compensate my flight delay yet again thx
negative,"@USAirways get ur act together, start treating ur passengers w/ kinder, have more sanitized planes. Take a page from @Delta perhaps.",get ur act together start treating ur passengers w kinder have more sanitized planes Take a page from  perhaps
neutral,@USAirways can I book using some sort of breavement program? I need to get home for my pops funeral,can I book using some sort of breavement program I need to get home for my pops funeral
negative,"@USAirways I've been on hold for 35 mins to sort out my reservation out of sync message when trying to check in, what's wrong?!?",Ive been on hold for 35 mins to sort out my reservation out of sync message when trying to check in whats wrong
neutral,@USAirways Thank you. But I don’t understand. What will you do with my feedback?,Thank you But I dont understand What will you do with my feedback
negative,"@USAirways has no idea what customer service means.  As the customer, if you mess up my plans, don't treat me like its no big deal!",has no idea what customer service means  As the customer if you mess up my plans dont treat me like its no big deal
negative,@USAirways Still on hold. 1 hour and 45 minutes and counting. Platinum? Who cares? Problems checking in? Who cares?,Still on hold 1 hour and 45 minutes and counting Platinum Who cares Problems checking in Who cares
negative,@USAirways how about a little help for the two gate agents trying to rebook flight 1707?,how about a little help for the two gate agents trying to rebook flight 1707
negative,"@USAirways I fly quite a bit, and it's not difficult to communicate. If agents let people know what's happening, arrangements can be made",I fly quite a bit and its not difficult to communicate If agents let people know whats happening arrangements can be made
negative,"@USAirways Handled on the phone. Unfortunately it wiped out an entire trip, which is why I'm so displeased.",Handled on the phone Unfortunately it wiped out an entire trip which is why Im so displeased
positive,@USAirways made it!!! Send Bloody Mary's to row 27!!!,made it Send Bloody Marys to row 27
negative,@USAirways I already let them know and sent 4 complaints.  Got a call back finally when I was asleep and there is no return call back #,I already let them know and sent 4 complaints  Got a call back finally when I was asleep and there is no return call back
neutral,@USAirways Thank you for valuing my feedback. What will you do with it?,Thank you for valuing my feedback What will you do with it
negative,@USAirways the flights weren't from this morning... It was 4 flights 2 on Thursday and 2 on Monday which turned into Tuesday,the flights werent from this morning It was 4 flights 2 on Thursday and 2 on Monday which turned into Tuesday
negative,@USAirways I spoke with a customer service rep who was rude and curt and transferred me to eternal hold. Sad. #badservice #mergerdisaster,I spoke with a customer service rep who was rude and curt and transferred me to eternal hold Sad badservice mergerdisaster
negative,@USAirways your customer service is a nightmare. I have been on hold for 1 hour. I'm a platinum member with AA and feel like it's worthless,your customer service is a nightmare I have been on hold for 1 hour Im a platinum member with AA and feel like its worthless
negative,"@USAirways never let's me down, every. Single. Flight. Gets delayed.",never lets me down every Single Flight Gets delayed
negative,@USAirways sitting on the ground in Charlotte with no gate or comms for flight deck great happy Friday hope i make my connection,sitting on the ground in Charlotte with no gate or comms for flight deck great happy Friday hope i make my connection
negative,@USAirways I've been standing on a very crowded bus for the past 30 mins for DCA-PIT. HELP! @AmericanAir http://t.co/jasKYPLWt5,Ive been standing on a very crowded bus for the past 30 mins for DCAPIT HELP
negative,"@USAirways Thanks, but you can't. My flight was Cancelled Flightled for ""maintenance"" reasons, and the next available flight was too Late Flight for me.",Thanks but you cant My flight was Cancelled Flightled for maintenance reasons and the next available flight was too Late Flight for me
negative,@USAirways I'm logged into a Flight Booking Problems. I need to add API before travelling to the states but I cannot see where to do it,Im logged into a Flight Booking Problems I need to add API before travelling to the states but I cannot see where to do it
positive,@USAirways big thanks to Yvonne Anthony from the Chairman's desk.  Top tier customer service today.  #outstanding #service &amp; #support.,big thanks to Yvonne Anthony from the Chairmans desk  Top tier customer service today  outstanding service amp support
negative,@USAirways now the plane is 100 degrees and we are burning up. This is completely illegal.,now the plane is 100 degrees and we are burning up This is completely illegal
negative,@USAirways now siting on Tarmac in philly for another 15 minutes. This is so lame. Sorry doesn't help. This is terrible.,now siting on Tarmac in philly for another 15 minutes This is so lame Sorry doesnt help This is terrible
negative,@USAirways it would be nice to just pull up to the gate. Still sitting here,it would be nice to just pull up to the gate Still sitting here
negative,@usairways app is the worst one for airlines. Can't do anything once your original flight time has gone by. Useless.,app is the worst one for airlines Cant do anything once your original flight time has gone by Useless
negative,@USAirways has completely wasted my work day! Thank you for the bad service and bad Friday!,has completely wasted my work day Thank you for the bad service and bad Friday
negative,"@USAirways And also, it's great that you tweet @ complainers, but what about the in-person help when I need it? Robyn F. in Manch = useless.",And also its great that you tweet  complainers but what about the inperson help when I need it Robyn F in Manch  useless
negative,.@USAirways You'll be receiving a long &amp; detailed complaint letter soon. Long story short: never flying USAir again.,Youll be receiving a long amp detailed complaint letter soon Long story short never flying USAir again
negative,"@Usairways need to learn operations. Sit a plane overnight at #gsp, and not realize there's a mech problem. Then delay flight 3 1/2 hours!",need to learn operations Sit a plane overnight at gsp and not realize theres a mech problem Then delay flight 3 12 hours
negative,"@USAirways that the flight was delayed &amp; closed the doors only to tell us we would not be leaving for an hour and a half. Bad, bad service",that the flight was delayed amp closed the doors only to tell us we would not be leaving for an hour and a half Bad bad service
negative,@USAirways why would you not give us the option to get off the plane instead of sit on it for an hour and a half when you knew at the gate,why would you not give us the option to get off the plane instead of sit on it for an hour and a half when you knew at the gate
negative,@USAirways He overflowed over the armrest and under with legs sprawled. You should refund me I had no Choice. #Grossedout,He overflowed over the armrest and under with legs sprawled You should refund me I had no Choice Grossedout
negative,@USAirways nothing was available. Male flight crew was not nice/dismissive. Big guy was standby and probably didn't even pay for Choice,nothing was available Male flight crew was not nicedismissive Big guy was standby and probably didnt even pay for Choice
negative,@USAirways well we should have been told that before we were sitting on the plane for an hour to have the option of not getting on.,well we should have been told that before we were sitting on the plane for an hour to have the option of not getting on
